,Country,Age,Income,Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,C++,C,Perl,HTML5,None,Other (please specify)
1742,United Kingdom,35-39,"$60,000 - $80,000",True,True,True,False,False,False,True,False,True,False,False,False,True,False,
1743,Other Europe,25-29,Student / Unemployed,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
1744,Other Europe,30-34,"$100,000 - $120,000",False,False,False,True,False,True,False,True,True,False,False,False,False,False,
1745,United States of America,< 20,Student / Unemployed,True,True,True,False,False,False,True,False,False,False,False,False,True,False,
1746,Other Europe,25-29,"$80,000 - $100,000",True,True,True,False,False,False,False,True,True,False,False,False,True,False,
1747,Other Europe,30-34,"$60,000 - $80,000",False,False,False,False,True,False,False,True,True,False,False,False,False,False,
1748,United States of America,25-29,"$80,000 - $100,000",False,True,True,True,False,False,False,True,True,False,False,False,True,False,
1749,Other Europe,20-24,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
1750,South America,35-39,"<$20,000",True,True,True,True,False,False,False,True,False,False,False,False,True,False,
1751,South America,20-24,"$20,000 - $40,000",False,True,True,True,False,False,True,False,False,False,False,False,True,False,Lua
1752,India,< 20,Student / Unemployed,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1753,Other Europe,20-24,Rather not say,True,False,False,False,False,False,False,True,False,True,True,False,False,False,
1754,United States of America,30-34,Rather not say,True,False,False,False,True,False,False,False,False,True,True,False,False,False,
1755,Other Europe,25-29,Rather not say,True,True,True,True,False,False,False,True,True,False,False,False,True,False,
1756,Other Europe,20-24,"$20,000 - $40,000",True,True,True,True,False,False,False,True,True,False,False,False,True,False,
1757,Middle East,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1758,United Kingdom,35-39,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1759,United States of America,25-29,"$40,000 - $60,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1760,United Kingdom,40-50,"$60,000 - $80,000",False,False,True,False,False,False,False,True,True,False,True,False,False,False,"Delphi, FORTRAN, Forth, BASIC, VB, Pascal"
1761,Middle East,35-39,"$120,000 - $140,000",True,False,False,False,False,False,True,True,False,False,False,False,False,False,
1762,United States of America,25-29,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1763,United Kingdom,25-29,"$40,000 - $60,000",True,True,False,False,False,False,False,True,False,True,True,False,False,False,
1764,Other Europe,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,True,True,False,False,False,False,False,
1765,Other Europe,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1766,Other Europe,25-29,Rather not say,True,False,False,False,False,True,True,False,True,True,False,False,False,False,
1767,United States of America,25-29,"$40,000 - $60,000",False,True,False,False,True,False,True,False,True,False,False,False,True,False,
1768,Russia,20-24,"<$20,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1769,Other Europe,< 20,Student / Unemployed,False,True,True,True,True,False,False,True,False,False,False,False,True,False,
1770,South America,20-24,"<$20,000",False,False,False,True,True,False,True,False,False,False,False,False,True,False,
1771,Australasia,35-39,"$40,000 - $60,000",True,False,False,False,False,True,True,True,False,False,False,False,False,False,
1772,Other Europe,< 20,Student / Unemployed,True,False,False,False,False,False,False,False,False,True,True,False,False,False,
1773,Italy,30-34,"<$20,000",True,False,False,False,False,False,False,False,False,False,True,False,False,False,
1774,United Kingdom,30-34,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1775,Other Europe,25-29,"$20,000 - $40,000",True,True,True,False,False,False,False,True,True,False,False,False,True,False,
1776,Canada,35-39,"$40,000 - $60,000",True,True,True,False,False,True,True,True,True,False,False,True,True,False,
1777,Other Europe,25-29,Rather not say,True,True,True,True,False,False,True,True,True,False,False,False,True,False,
1778,Australia,25-29,"$80,000 - $100,000",False,True,False,False,False,False,False,False,True,False,False,False,True,False,
1779,United Kingdom,20-24,,False,True,True,True,False,False,False,True,False,False,False,False,True,False,
1780,United Kingdom,25-29,Rather not say,False,True,True,False,False,False,False,True,True,False,False,False,False,False,
1781,Other Europe,25-29,"<$20,000",True,False,False,False,False,False,False,True,False,False,False,False,False,False,
1782,Other Europe,30-34,"$20,000 - $40,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,Delphi
1783,India,20-24,Student / Unemployed,True,True,True,False,False,False,False,True,False,False,False,False,True,False,
1784,United Kingdom,20-24,,False,True,False,True,True,False,False,True,False,False,False,True,False,False,
1785,Other Asia,30-34,,False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1786,Australia,25-29,"$60,000 - $80,000",False,False,False,False,True,False,False,False,True,True,True,False,False,False,Lua
1787,United Kingdom,35-39,Rather not say,False,False,True,True,False,False,False,True,False,False,False,False,True,False,
1788,Australia,25-29,"$80,000 - $100,000",True,True,True,False,False,False,False,True,True,True,True,True,True,False,
1789,United Kingdom,40-50,"$120,000 - $140,000",True,True,True,True,False,False,False,True,False,True,True,True,True,False,
1790,United Kingdom,35-39,"$80,000 - $100,000",False,True,False,False,False,False,False,True,True,False,False,False,False,False,
1791,United States of America,20-24,"$80,000 - $100,000",False,False,False,False,False,True,False,False,False,False,False,False,False,False,
1792,Australasia,20-24,Student / Unemployed,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Pawn
1793,Middle East,20-24,"<$20,000",True,False,False,False,False,False,True,False,True,False,True,False,False,False,
1794,Africa,>60,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1795,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1796,Canada,40-50,"$60,000 - $80,000",True,True,False,False,True,False,False,True,False,False,False,False,False,False,Groovy
1797,Middle East,< 20,,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Actionscript
1798,United Kingdom,25-29,"$40,000 - $60,000",False,True,False,False,False,False,False,False,False,False,False,False,True,False,vb6 vb.net
1799,United States of America,20-24,"$40,000 - $60,000",True,False,False,False,True,False,False,False,False,False,False,False,False,False,
1800,South America,30-34,"$20,000 - $40,000",True,False,False,False,False,False,False,True,False,False,False,False,False,False,
1801,India,25-29,Rather not say,False,False,True,True,False,False,False,True,False,False,False,False,False,False,
1802,Australia,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,True,False,False,False,False,MATLAB
1803,Other Europe,30-34,"$20,000 - $40,000",True,True,True,False,False,False,False,True,True,False,True,False,True,False,Groovy
1804,Italy,30-34,"$20,000 - $40,000",False,True,False,False,False,False,False,True,True,False,False,False,True,False,
1805,Other Europe,20-24,"<$20,000",False,True,True,True,True,False,False,False,False,True,False,False,True,False,"Scala, Clojure"
1806,South America,25-29,"$20,000 - $40,000",True,False,False,False,False,False,False,True,False,False,True,False,False,False,
1807,Germany,25-29,Rather not say,True,True,True,False,False,False,False,False,False,False,False,False,True,False,Groovy
1808,United Kingdom,30-34,"$20,000 - $40,000",True,False,True,True,True,False,False,True,True,False,False,False,False,False,
1809,Other Europe,20-24,"$20,000 - $40,000",True,True,True,True,False,False,True,True,False,False,False,False,True,False,
1810,Other Europe,20-24,"$20,000 - $40,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
1811,Other Europe,25-29,"$20,000 - $40,000",False,True,False,False,False,False,False,True,True,False,False,False,False,False,VB.NET
1812,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1813,India,20-24,"<$20,000",True,True,True,True,True,False,False,False,False,False,True,False,True,False,Scala
1814,United Kingdom,35-39,"$80,000 - $100,000",False,True,False,True,False,False,False,True,True,False,False,False,False,False,
1815,Other Europe,20-24,Student / Unemployed,False,True,False,False,True,False,False,False,False,False,False,False,True,False,
1816,United States of America,20-24,Student / Unemployed,True,True,True,True,True,False,False,True,False,True,True,False,False,False,
1817,Other Europe,35-39,"$100,000 - $120,000",True,True,True,False,False,False,False,False,False,True,True,False,True,False,
1818,United Kingdom,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,True,False,False,
1819,United Kingdom,25-29,"$60,000 - $80,000",True,False,False,False,True,False,False,False,False,False,True,False,False,False,
1820,India,25-29,Rather not say,False,True,True,True,False,False,False,True,True,False,False,False,True,False,
1821,Other Europe,25-29,,True,False,True,True,False,False,True,True,True,False,False,False,False,False,
1822,Australia,30-34,"$60,000 - $80,000",False,True,True,True,True,False,False,True,False,False,False,False,True,False,
1823,Italy,20-24,"<$20,000",False,False,False,True,False,False,False,False,False,False,False,False,True,False,
1824,Other Europe,30-34,Rather not say,False,False,False,False,True,False,False,False,False,True,True,True,False,False,
1825,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1826,United Kingdom,20-24,Student / Unemployed,True,True,True,True,False,False,False,False,False,True,True,False,True,False,
1827,India,20-24,,False,False,False,False,True,False,False,False,True,False,False,False,False,False,
1828,Netherlands,40-50,,True,False,True,True,False,True,False,True,False,True,True,True,True,False,Delphi
