,Country,Age,Income,C,C++,C#,Java,JavaScript,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
1305,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,True,False,False,Go
1306,United States,United States,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,False,
1307,Germany,Germany,"<$20,000",False,True,False,True,True,False,False,True,False,False,True,"Gradle, UML, Actionscript"
1308,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
1309,Iran,Iran,"<$20,000",False,False,False,False,True,True,False,True,False,False,True,
1310,United Kingdom,United Kingdom,"$60,000 - $80,000",True,False,True,False,False,False,True,False,False,False,False,
1311,Argentina,Argentina,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,False,
1312,Ireland,Ireland,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
1313,Canada,Canada,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,
1314,Austria,Austria,Student / Unemployed,False,False,False,True,False,False,False,True,False,False,True,
1315,Switzerland,Switzerland,"$120,000 - $140,000",False,False,False,True,True,False,False,False,False,False,False,
1316,United States,United States,Student / Unemployed,True,True,False,True,False,False,False,False,True,False,True,
1317,Ireland,Ireland,"$100,000 - $120,000",False,False,False,False,False,False,False,False,False,False,False,
1318,Ireland,Ireland,Rather not say,False,False,False,True,True,False,False,False,False,False,True,
1319,Netherlands,Netherlands,"$60,000 - $80,000",False,False,False,False,True,True,False,True,False,False,True,
1320,New Zealand,New Zealand,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,
1321,France,France,"$20,000 - $40,000",False,False,False,True,True,False,False,False,False,False,False,
1322,United States,United States,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,True,False,R
1323,Denmark,Denmark,"$120,000 - $140,000",False,False,False,True,False,False,False,False,False,False,False,VBA
1324,Russia,Russia,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
1325,United States,United States,Student / Unemployed,False,False,False,True,False,False,False,False,True,False,False,
1326,Bulgaria,Bulgaria,"$20,000 - $40,000",False,False,False,False,True,False,True,True,False,False,True,
1327,Netherlands,Netherlands,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,False,
1328,Turkey,Turkey,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,
1329,Poland,Poland,"$60,000 - $80,000",False,False,False,True,True,False,False,False,False,False,False,
1330,Czech Republic,Czech Republic,,True,True,True,True,False,False,True,False,False,True,False,
1331,Italy,Italy,Rather not say,False,False,True,False,True,False,False,False,False,False,True,
1332,Germany,Germany,,False,False,False,False,True,True,False,False,False,False,False,
1333,Lebanon,Lebanon,"$20,000 - $40,000",False,False,True,True,False,False,False,False,False,False,False,
1334,United States,United States,"$100,000 - $120,000",False,False,False,False,False,False,False,True,False,False,True,
1335,New Zealand,New Zealand,"$20,000 - $40,000",False,False,False,True,False,False,True,False,True,False,True,
1336,United Kingdom,United Kingdom,Student / Unemployed,False,False,False,False,True,False,False,True,True,False,True,BASIC
1337,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
1338,Russia,Russia,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,True,"Hadoop, Redis, Storm"
1339,Pakistan,Pakistan,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
1340,United Kingdom,United Kingdom,,False,False,False,False,False,False,False,False,False,False,False,
1341,Algeria,Algeria,Student / Unemployed,True,True,False,False,False,True,False,False,False,False,False,
1342,United States,United States,"$120,000 - $140,000",False,False,True,False,True,False,False,False,False,False,True,extjs
1343,Germany,Germany,,False,False,False,True,True,False,False,False,False,False,True,
1344,Sweden,Sweden,,False,False,True,False,True,False,False,False,False,False,True,
1345,United States,United States,"$40,000 - $60,000",False,False,True,False,False,False,True,False,False,False,True,VB.NET
1346,United Kingdom,United Kingdom,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,False,
1347,Poland,Poland,Student / Unemployed,False,True,True,True,False,False,False,True,False,False,True,Android
1348,India,India,"<$20,000",False,False,False,True,True,False,False,True,False,True,False,TypoScript
1349,United States,United States,"$100,000 - $120,000",False,False,False,False,False,False,False,False,False,False,False,
1350,France,France,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,True,
1351,United States,United States,"$80,000 - $100,000",False,False,False,False,True,False,False,True,False,False,True,redis
1352,United Kingdom,United Kingdom,"$100,000 - $120,000",False,False,False,False,True,False,False,False,False,False,False,"CSS, HTML, ActionScript, Flash"
1353,United States,United States,">$140,000",False,False,False,False,False,False,False,False,False,True,True,
1354,United Kingdom,United Kingdom,"$60,000 - $80,000",False,False,False,True,False,False,False,False,False,False,True,Cql
1355,Brazil,Brazil,Student / Unemployed,True,True,False,False,True,False,False,False,False,True,False,
1356,United States,United States,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,False,
1357,Russia,Russia,,False,False,False,False,False,False,False,False,False,False,False,
1358,France,France,Student / Unemployed,False,False,False,True,False,False,False,True,False,False,False,
1359,Ukraine,Ukraine,,False,False,False,False,False,False,False,False,False,False,False,
1360,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
1361,United States,United States,Rather not say,True,False,False,False,True,True,False,False,True,True,True,
1362,Russia,Russia,Rather not say,False,False,False,False,True,False,False,False,False,True,False,
1363,Israel,Israel,"$120,000 - $140,000",False,True,False,True,False,False,False,True,False,False,True,
1364,Canada,Canada,Rather not say,False,False,False,False,True,False,False,False,False,True,False,
1365,Germany,Germany,,True,False,False,False,False,False,True,False,False,False,False,
1366,Iran,Iran,Student / Unemployed,False,False,False,False,True,True,False,False,True,False,True,
1367,India,India,Student / Unemployed,False,True,False,False,False,False,False,False,True,False,False,
1368,Germany,Germany,,False,False,False,False,False,False,False,False,False,False,False,
1369,Australia,Australia,Student / Unemployed,False,False,False,True,True,False,False,True,False,False,True,
1370,United Kingdom,United Kingdom,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,False,
1371,United States,United States,"$120,000 - $140,000",False,False,True,False,True,False,False,False,False,False,True,
1372,Spain,Spain,Rather not say,False,False,False,True,True,False,True,True,False,False,True,
1373,United Kingdom,United Kingdom,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,False,False,
1374,Norway,Norway,,False,False,False,False,True,False,False,True,True,False,True,
1375,Sweden,Sweden,Student / Unemployed,False,True,False,False,False,False,True,False,False,False,False,
1376,United States,United States,"$120,000 - $140,000",False,False,False,True,True,True,False,False,True,False,True,
1377,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,True,
1378,United Kingdom,United Kingdom,"$80,000 - $100,000",False,False,True,True,False,True,False,False,False,False,True,
1379,India,India,"<$20,000",False,False,False,True,True,False,False,False,False,False,False,
1380,Bangladesh,Bangladesh,"<$20,000",False,False,True,False,False,False,False,False,False,False,False,
1381,India,India,Student / Unemployed,True,False,False,False,True,False,False,True,False,False,True,
1382,United Kingdom,United Kingdom,"$60,000 - $80,000",False,False,False,True,True,False,False,True,False,False,True,TCL
1383,Israel,Israel,,True,True,False,False,False,False,False,False,False,False,False,
1384,Sweden,Sweden,Rather not say,False,False,True,True,True,False,True,False,True,False,True,
1385,Germany,Germany,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,True,
1386,India,India,"<$20,000",False,True,True,True,False,False,True,False,False,False,False,
1387,United Kingdom,United Kingdom,Rather not say,True,False,False,True,True,False,True,True,False,False,True,"jQuery,html"
1388,South Africa,South Africa,,False,False,False,False,True,False,False,True,True,False,False,
1389,Poland,Poland,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,
1390,United States,United States,Rather not say,True,False,False,True,False,False,True,False,False,False,False,
1391,Turkey,Turkey,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,False,google maps api
1392,Canada,Canada,Rather not say,False,False,False,False,False,False,False,False,False,False,True,VB.Net
1393,United States,United States,Rather not say,False,False,False,False,False,False,False,False,False,False,True,CSS3 HTML5
1394,Sri Lanka,Sri Lanka,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
1395,Germany,Germany,"$40,000 - $60,000",True,False,False,True,False,False,False,False,False,False,True,
1396,Armenia,Armenia,"<$20,000",False,False,False,True,False,False,False,False,False,False,False,
1397,Belgium,Belgium,Rather not say,False,False,True,False,True,False,False,False,False,False,False,Razor
1398,United Kingdom,United Kingdom,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,False,
1399,United States,United States,">$140,000",False,True,False,True,False,False,False,False,True,False,True,
1400,United States,United States,Student / Unemployed,True,False,False,True,True,False,True,True,False,False,False,
1401,India,India,Rather not say,True,True,False,True,False,False,True,False,True,False,False,
1402,United Kingdom,United Kingdom,Rather not say,False,False,False,True,True,False,True,False,False,False,False,
1403,Poland,Poland,"<$20,000",False,False,True,False,False,False,False,False,False,False,True,
1404,South Africa,South Africa,Student / Unemployed,False,False,False,False,False,False,False,False,True,False,False,
1405,Germany,Germany,,False,False,False,True,True,False,False,False,False,False,True,
1406,Netherlands,Netherlands,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,False,
1407,United States,United States,"$120,000 - $140,000",False,False,False,False,True,True,True,True,True,True,True,
1408,France,France,Student / Unemployed,True,False,False,False,True,True,False,True,False,False,False,Vala
1409,United Kingdom,United Kingdom,Rather not say,False,True,False,False,False,False,False,False,True,False,False,
