,Country,Age,Income,C,C++,C#,Java,JavaScript,jQuery,JQuery,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
1232,India,< 20,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,True,False,False,
1233,United States of America,40-50,">$140,000",False,False,True,True,True,True,False,False,False,True,True,True,True,Scala
1234,Germany,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1235,Other Europe,< 20,Rather not say,True,False,False,False,True,False,False,False,False,False,True,False,False,
1236,Other Europe,25-29,"<$20,000",True,False,False,True,False,False,False,False,True,False,False,True,False,
1237,Other Europe,< 20,Student / Unemployed,False,False,True,False,True,True,False,False,False,True,False,True,True,
1238,South America,25-29,"$20,000 - $40,000",True,True,False,True,False,False,False,False,False,False,True,False,False,Assembly
1239,United States of America,30-34,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
1240,India,30-34,"$20,000 - $40,000",False,False,False,True,True,False,False,False,False,False,True,False,True,
1241,Other Europe,30-34,"$100,000 - $120,000",True,True,False,True,True,True,False,True,True,False,False,False,False,
1242,Canada,40-50,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,False,False,
1243,United Kingdom,40-50,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,False,True,True,Haskell
1244,United States of America,35-39,"$80,000 - $100,000",True,False,True,False,True,True,False,False,False,False,False,False,True,"Powershell, SSIS"
1245,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1246,Other Asia,< 20,Student / Unemployed,True,True,False,False,True,False,False,False,True,False,True,False,False,
1247,United States of America,25-29,,False,False,False,True,True,True,False,False,False,False,True,False,True,
1248,Other Europe,20-24,"<$20,000",False,False,True,False,True,True,False,True,False,False,False,True,True,
1249,United States of America,30-34,"$80,000 - $100,000",False,False,False,False,True,True,False,False,False,False,False,False,True,VB.NET
1250,Canada,30-34,"$20,000 - $40,000",True,True,False,False,False,False,False,False,False,False,True,False,False,
1251,United States of America,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1252,United States of America,35-39,"$60,000 - $80,000",False,False,True,False,True,True,False,False,True,False,False,False,True,
1253,United States of America,25-29,"$60,000 - $80,000",True,False,False,False,True,True,False,False,False,True,True,False,True,
1254,South America,40-50,"$20,000 - $40,000",True,False,False,True,False,False,False,False,False,False,False,False,True,
1255,Australia,20-24,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
1256,France,20-24,Student / Unemployed,True,True,False,True,False,False,False,False,False,False,True,False,False,
1257,United States of America,30-34,Rather not say,False,False,True,False,False,False,False,False,False,False,False,False,True,
1258,Germany,20-24,"<$20,000",False,True,False,True,False,False,False,False,False,False,False,False,True,Common-Lisp
1259,United States of America,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1260,United States of America,40-50,"$100,000 - $120,000",False,False,True,True,False,False,False,False,False,False,False,False,True,
1261,United States of America,30-34,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1262,United States of America,30-34,,False,True,True,False,True,True,False,False,False,False,False,False,False,
1263,Other Europe,20-24,"<$20,000",False,False,True,True,True,True,False,False,False,True,False,False,False,
1264,Other Europe,35-39,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,False,True,"VBA, R"
1265,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1266,South America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1267,Other Europe,25-29,"<$20,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
1268,United States of America,20-24,"$40,000 - $60,000",True,False,False,False,True,True,False,False,False,True,False,False,True,
1269,South America,30-34,Rather not say,False,False,True,False,True,True,False,False,False,True,False,False,True,
1270,Other Asia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1271,India,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1272,Other Europe,40-50,,False,False,True,True,False,False,False,False,False,False,False,False,False,Delphi
1273,United States of America,35-39,"$100,000 - $120,000",True,True,True,True,False,True,False,False,False,False,False,False,True,
1274,Canada,35-39,"$80,000 - $100,000",False,False,True,True,True,False,False,False,False,False,True,True,True,
1275,United Kingdom,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,R
1276,Australia,20-24,,False,False,False,False,False,False,False,False,True,False,False,False,True,
1277,United States of America,30-34,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1278,United States of America,20-24,Rather not say,False,False,True,True,False,False,False,False,True,False,False,False,True,
1279,Other Asia,30-34,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,False,True,False,False,
1280,Other Europe,30-34,,False,False,False,False,True,False,False,False,False,False,False,True,False,
1281,Other Asia,20-24,,True,False,False,True,True,True,False,False,False,False,False,True,True,
1282,Other Europe,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1283,Russia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1284,India,30-34,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1285,United States of America,30-34,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
1286,Germany,25-29,Student / Unemployed,False,False,False,True,True,False,False,False,False,False,False,False,True,
1287,India,25-29,"$20,000 - $40,000",True,True,False,False,True,True,False,False,False,True,False,False,True,
1288,India,25-29,,False,False,False,True,False,False,False,False,False,False,False,False,True,
1289,United States of America,51-60,"$100,000 - $120,000",True,False,False,True,False,False,False,False,True,False,False,False,True,
1290,India,20-24,"<$20,000",False,False,False,True,True,False,False,False,False,False,False,False,False,vxml
1291,India,30-34,Rather not say,True,False,False,False,True,False,False,False,False,False,True,False,True,
1292,France,25-29,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
1293,India,20-24,,True,True,False,True,False,False,False,False,False,False,True,True,True,perl
1294,India,30-34,"$20,000 - $40,000",True,True,True,False,False,False,False,False,True,False,False,False,False,
1295,Other Europe,20-24,"<$20,000",False,False,True,True,False,False,False,False,True,False,False,False,False,
1296,United States of America,40-50,"$100,000 - $120,000",False,True,True,False,False,True,False,False,True,False,True,False,False,
1297,United States of America,35-39,"$100,000 - $120,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
1298,United States of America,35-39,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1299,India,20-24,Rather not say,False,False,True,False,True,True,False,False,False,False,False,False,True,
1300,Africa,30-34,"$20,000 - $40,000",True,True,False,False,True,False,False,False,False,False,True,False,True,
1301,Other Europe,25-29,"$20,000 - $40,000",False,False,True,False,True,True,False,False,True,False,False,False,True,
1302,India,25-29,"<$20,000",False,False,False,True,False,False,False,False,False,False,True,False,True,OpenERP
1303,Other Europe,40-50,">$140,000",True,True,True,True,True,False,False,False,False,False,False,False,True,
1304,United States of America,30-34,"$60,000 - $80,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
1305,Germany,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1306,Germany,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1307,Africa,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1308,Italy,30-34,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
1309,Other Europe,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1310,Germany,25-29,"$60,000 - $80,000",False,False,False,True,True,False,False,False,False,False,True,False,True,
1311,United States of America,25-29,"$20,000 - $40,000",True,True,True,True,True,False,False,False,False,False,False,False,False,
1312,Other Asia,20-24,"<$20,000",True,True,True,True,True,True,False,False,False,False,False,False,False,Backbone.js
1313,Other Europe,< 20,Student / Unemployed,False,False,False,True,False,False,False,False,False,True,False,False,True,
1314,North America (Other),25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,True,True,False,False,False,HTML
1315,Other Europe,25-29,"$20,000 - $40,000",False,False,False,True,True,True,False,False,False,False,False,False,True,
1316,Other Europe,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1317,Other Europe,25-29,"<$20,000",True,True,False,False,False,False,False,False,True,False,False,False,False,
1318,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1319,Other Europe,30-34,"$60,000 - $80,000",False,False,True,False,True,True,False,True,False,True,False,False,True,
1320,India,20-24,"<$20,000",False,True,False,False,True,False,False,False,True,False,False,False,False,
1321,India,25-29,,True,True,True,True,False,False,False,False,False,False,True,False,True,
